id_camion,orden_parada,nodo_ine,paquetes,km_tramo,tiempo_tramo_min,tiempo_acumulado_min,Id_Transportista,Centro_Origen
388,4,Regreso_Amazon_SVQ1,0,114.49,82.14,479.79651672011175,388,Amazon_SVQ1
389,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,389,Amazon_SVQ1
389,2,1101503,69,114.49,82.14,329.14,389,Amazon_SVQ1
389,3,1101504,23,0.91754222192663,1.1010506663119561,399.24105066631193,389,Amazon_SVQ1
389,4,Regreso_Amazon_SVQ1,0,112.99,80.55,479.79105066631195,389,Amazon_SVQ1
390,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,390,Amazon_SVQ1
390,2,1101504,92,112.99,80.55,396.55,390,Amazon_SVQ1
390,3,Regreso_Amazon_SVQ1,0,112.99,80.55,477.1,390,Amazon_SVQ1
391,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,391,Amazon_SVQ1
391,2,1101504,44,112.99,80.55,252.55,391,Amazon_SVQ1
391,3,1103106,46,6.506039762107262,7.807247714528714,398.35724771452874,391,Amazon_SVQ1
391,4,1103104,1,0.5647412713096115,0.6776895255715338,402.03493724010025,391,Amazon_SVQ1
391,5,Regreso_Amazon_SVQ1,0,110.3,77.95,479.98493724010024,391,Amazon_SVQ1
392,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,392,Amazon_SVQ1
392,2,1101505,82,126.47,95.83,381.83,392,Amazon_SVQ1
392,3,1103106,1,12.641650546608538,15.169980655930246,399.99998065593024,392,Amazon_SVQ1
392,4,Regreso_Amazon_SVQ1,0,111.49,79.35,479.34998065593027,392,Amazon_SVQ1
393,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,393,Amazon_SVQ1
393,2,1101505,82,126.47,95.83,381.83,393,Amazon_SVQ1
393,3,1103106,1,12.641650546608538,15.169980655930246,399.99998065593024,393,Amazon_SVQ1
393,4,Regreso_Amazon_SVQ1,0,111.49,79.35,479.34998065593027,393,Amazon_SVQ1
394,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,394,Amazon_SVQ1
394,2,1101505,82,126.47,95.83,381.83,394,Amazon_SVQ1
394,3,1103106,1,12.641650546608538,15.169980655930246,399.99998065593024,394,Amazon_SVQ1
394,4,Regreso_Amazon_SVQ1,0,111.49,79.35,479.34998065593027,394,Amazon_SVQ1
395,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,395,Amazon_SVQ1
395,2,1101505,52,126.47,95.83,291.83,395,Amazon_SVQ1
395,3,1101402,27,10.35288619333759,12.423463432005107,385.2534634320051,395,Amazon_SVQ1
395,4,Regreso_Amazon_SVQ1,0,132.96,94.71,479.9634634320051,395,Amazon_SVQ1
396,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,396,Amazon_SVQ1
396,2,1101601,15,113.46,81.37,166.37,396,Amazon_SVQ1
396,3,1101602,63,0.3473981953231064,0.4168778343877277,355.7868778343877,396,Amazon_SVQ1
396,4,1101603,13,3.2882336625315625,3.9458803950378747,398.7327582294256,396,Amazon_SVQ1
396,5,Regreso_Amazon_SVQ1,0,111.43,81.01,479.7427582294256,396,Amazon_SVQ1
397,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,397,Amazon_SVQ1
397,2,1101603,51,111.43,81.01,274.01,397,Amazon_SVQ1
397,3,1103202,40,6.377989587559311,7.653587505071174,401.6635875050712,397,Amazon_SVQ1
397,4,Regreso_Amazon_SVQ1,0,106.48,76.93,478.5935875050712,397,Amazon_SVQ1
398,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,398,Amazon_SVQ1
398,2,1101401,82,133.47,96.51,382.51,398,Amazon_SVQ1
398,3,Regreso_Amazon_SVQ1,0,133.47,96.51,479.02,398,Amazon_SVQ1
399,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,399,Amazon_SVQ1
399,2,1101401,10,133.47,96.51,166.51,399,Amazon_SVQ1
399,3,1101403,52,0.43242093410846966,0.5189051209301636,323.0289051209302,399,Amazon_SVQ1
399,4,1101402,20,0.9271267125990728,1.1125520551188874,384.1414571760491,399,Amazon_SVQ1
399,5,Regreso_Amazon_SVQ1,0,132.96,94.71,478.85145717604905,399,Amazon_SVQ1
400,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,400,Amazon_SVQ1
400,2,1101402,20,132.96,94.71,194.70999999999998,400,Amazon_SVQ1
400,3,1103903,41,5.819569469156384,6.983483362987662,324.69348336298765,400,Amazon_SVQ1
400,4,1103901,9,6.7773341265912,8.13280095190944,359.82628431489707,400,Amazon_SVQ1
400,5,1103902,2,5.041109230064485,6.049331076077382,371.8756153909745,400,Amazon_SVQ1
400,6,1102305,1,23.56742360511644,28.280908326139727,403.1565237171142,400,Amazon_SVQ1
400,7,Regreso_Amazon_SVQ1,0,107.64,74.45,477.6065237171142,400,Amazon_SVQ1
401,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,401,Amazon_SVQ1
401,2,1101701,32,64.65,55.76,191.76,401,Amazon_SVQ1
401,3,1102901,37,23.695115267645782,28.43413832117494,331.19413832117493,401,Amazon_SVQ1
