Nombre,Latitud,Longitud,Municipio,Tipo,Area_Ha,Descripcion
Poligono_Industrial_048,37.227314,-5.305764,Sevilla,industrial,17.22,OSM: industrial | 17.2 ha | Sevilla
Poligono_Industrial_049,37.450436,-4.810893,Córdoba,industrial,17.15,OSM: industrial | 17.1 ha | Córdoba
Poligono_Industrial_050,37.890347,-4.375998,Córdoba,industrial,16.65,OSM: industrial | 16.6 ha | Córdoba
Polígono Industrial Puerta del Parque Natural,37.824329,-6.442415,Huelva,industrial,16.5,OSM: industrial | 16.5 ha | Huelva
Amazon SVQ1,37.271283,-5.989964,Dos Hermanas,industrial,16.49,OSM: industrial | 16.5 ha | Sevilla
Poligono_Industrial_051,37.1944,-5.752092,Sevilla,industrial,16.46,OSM: industrial | 16.5 ha | Sevilla
Polígono Industrial Las Lagunillas,37.66278,-4.927576,Córdoba,industrial,16.38,OSM: industrial | 16.4 ha | Córdoba
Polígono Industrial Fuente Palma,37.268351,-4.53268,Córdoba,industrial,16.35,OSM: industrial | 16.4 ha | Córdoba
Cementos Cosmos,37.359315,-6.672213,Huelva,industrial,16.34,OSM: industrial | 16.3 ha | Huelva
Vipren,36.41915,-6.178211,Cádiz,industrial,16.11,OSM: industrial | 16.1 ha | Cádiz
Polígono Industrial de Fadricas,36.473545,-6.204837,Cádiz,industrial,15.96,OSM: industrial | 16.0 ha | Cádiz
Polígono Industrial SAU15,37.676613,-4.925044,Córdoba,industrial,15.93,OSM: industrial | 15.9 ha | Córdoba
Polígono Industrial El Rosal,37.591483,-5.200131,Sevilla,industrial,15.77,OSM: industrial | 15.8 ha | Sevilla
Palmones I,36.178676,-5.442749,Cádiz,industrial,15.68,OSM: industrial | 15.7 ha | Cádiz
Sociedad Cooperativa Andaluza Las Palmeras,37.110441,-5.946048,Sevilla,industrial,15.43,OSM: industrial | 15.4 ha | Sevilla
Polígono Industrial VI Centenario,37.392993,-6.557565,Huelva,industrial,15.41,OSM: industrial | 15.4 ha | Huelva
Bioenergía Santamaría,37.359299,-4.501548,Córdoba,industrial,15.4,OSM: industrial | 15.4 ha | Córdoba
Polígono Industrial Fernando Guerrero,36.97867,-5.946795,Sevilla,industrial,15.37,OSM: industrial | 15.4 ha | Sevilla
Poligono_Industrial_052,37.973906,-4.4495,Córdoba,industrial,15.32,OSM: industrial | 15.3 ha | Córdoba
Poligono_Industrial_053,38.189606,-5.038546,Córdoba,industrial,15.28,OSM: industrial | 15.3 ha | Córdoba
Hytasal,37.367751,-5.963168,Sevilla,industrial,15.23,OSM: industrial | 15.2 ha | Sevilla
Polígono Industrial Pineda,37.335834,-5.966971,Sevilla,industrial,15.22,OSM: industrial | 15.2 ha | Sevilla
Poligono_Comercial_005,37.231024,-4.901103,Sevilla,comercial,15.15,OSM: comercial | 15.2 ha | Sevilla
Polígono Industrial Solucar,37.364945,-6.200384,Sevilla,industrial,15.11,OSM: industrial | 15.1 ha | Sevilla
Polígono Industrial San Roque,38.436501,-4.893313,Córdoba,industrial,15.11,OSM: industrial | 15.1 ha | Córdoba
Poligono_Greenfield_003,37.293899,-5.917048,Sevilla,greenfield,15.06,OSM: greenfield | 15.1 ha | Sevilla
Central Térmica de Ciclo Combinado Cristóbal Colón,37.216041,-6.943596,Huelva,industrial,15.04,OSM: industrial | 15.0 ha | Huelva
Polígono Industrial Itálica,37.452439,-6.046038,Sevilla,industrial,14.93,OSM: industrial | 14.9 ha | Sevilla
Central Térmica de Ciclo Combinado de la Bahía de Algeciras,36.183908,-5.388342,Cádiz,industrial,14.93,OSM: industrial | 14.9 ha | Cádiz
Poligono_Industrial_054,36.298961,-5.874801,Cádiz,industrial,14.76,OSM: industrial | 14.8 ha | Cádiz
Parque Tecnológico-Empresarial I,36.209051,-5.43071,Cádiz,comercial,14.74,OSM: comercial | 14.7 ha | Cádiz
Poligono_Industrial_055,37.249212,-7.197155,Huelva,industrial,14.73,OSM: industrial | 14.7 ha | Huelva
Poligono_Comercial_006,37.304884,-4.880227,Sevilla,comercial,14.64,OSM: comercial | 14.6 ha | Sevilla
Williams & Humbert,36.672561,-6.155665,Cádiz,industrial,14.62,OSM: industrial | 14.6 ha | Cádiz
Ceramica,36.204927,-5.399025,Cádiz,industrial,14.58,OSM: industrial | 14.6 ha | Cádiz
Polígono Industrial Cerro de la Virgen,37.884911,-4.374989,Córdoba,industrial,14.37,OSM: industrial | 14.4 ha | Córdoba
Polígono el Junquillo,37.472161,-4.451688,Córdoba,industrial,14.24,OSM: industrial | 14.2 ha | Córdoba
Polígono Industrial La Orejona,37.468678,-5.340791,Sevilla,industrial,14.1,OSM: industrial | 14.1 ha | Sevilla
Ence I,37.308622,-6.858755,Huelva,industrial,14.09,OSM: industrial | 14.1 ha | Huelva
Parque Empresarial Vereda de la Herrería,37.366912,-6.256667,Sevilla,industrial,14.09,OSM: industrial | 14.1 ha | Sevilla
Poligono_Industrial_056,38.182334,-5.044173,Córdoba,industrial,14.07,OSM: industrial | 14.1 ha | Córdoba
Polígono Industrial La Cañada,37.589637,-5.206092,Sevilla,industrial,14.05,OSM: industrial | 14.1 ha | Sevilla
Poligono_Comercial_007,37.874708,-4.835699,Córdoba,comercial,13.99,OSM: comercial | 14.0 ha | Córdoba
Poligono_Industrial_057,37.512564,-4.649111,Córdoba,industrial,13.96,OSM: industrial | 14.0 ha | Córdoba
Poligono_Industrial_058,37.082736,-5.89303,Sevilla,industrial,13.89,OSM: industrial | 13.9 ha | Sevilla
Polígono Industrial San Ildefonso,37.82059,-4.997591,Córdoba,industrial,13.84,OSM: industrial | 13.8 ha | Córdoba
Poligono_Industrial_059,37.421579,-4.48837,Córdoba,industrial,13.83,OSM: industrial | 13.8 ha | Córdoba
Poligono_Industrial_060,36.711931,-6.037786,Cádiz,industrial,13.75,OSM: industrial | 13.8 ha | Cádiz
Polígono Industrial La Vega,37.460538,-4.190682,Córdoba,industrial,13.71,OSM: industrial | 13.7 ha | Córdoba
Polígono Industrial Los Baldíos,37.104606,-4.989162,Sevilla,industrial,13.6,OSM: industrial | 13.6 ha | Sevilla
Exolum Arahal II,37.239297,-5.60059,Sevilla,industrial,13.38,OSM: industrial | 13.4 ha | Sevilla
Maxam El Garrobo,37.600449,-6.168393,Sevilla,industrial,13.38,OSM: industrial | 13.4 ha | Sevilla
Polígono Industrial El Gran Poder-Pelagatos,37.53981,-5.880899,Sevilla,industrial,13.38,OSM: industrial | 13.4 ha | Sevilla
Polígono Industrial Polirrosa,37.264683,-6.921165,Huelva,industrial,13.36,OSM: industrial | 13.4 ha | Huelva
Polígono Industrial El Bujeo,37.363631,-4.839306,Sevilla,industrial,13.26,OSM: industrial | 13.3 ha | Sevilla
Poligono_Industrial_061,37.588488,-5.749834,Sevilla,industrial,13.23,OSM: industrial | 13.2 ha | Sevilla
Dragados,36.217209,-5.438045,Cádiz,industrial,13.15,OSM: industrial | 13.2 ha | Cádiz
Poligono_Industrial_062,37.302139,-5.89235,Sevilla,industrial,13.05,OSM: industrial | 13.1 ha | Sevilla
Poligono_Industrial_063,36.74678,-6.067217,Cádiz,industrial,13.03,OSM: industrial | 13.0 ha | Cádiz
Polígono Industrial Guadalquivir,37.320105,-6.030608,Gelves,industrial,12.99,OSM: industrial | 13.0 ha | Sevilla
Polígono Industrial El Pontón,37.918139,-6.83527,Huelva,industrial,12.78,OSM: industrial | 12.8 ha | Huelva
Poligono_Brownfield_006,37.370748,-5.910211,Sevilla,brownfield,12.74,OSM: brownfield | 12.7 ha | Sevilla
Terminal logística ferroviaria Majarabique,37.447957,-5.966564,Sevilla,logistica,12.66,OSM: logistica | 12.7 ha | Sevilla
Poligono_Industrial_064,37.466643,-4.568731,Córdoba,industrial,12.6,OSM: industrial | 12.6 ha | Córdoba
Poligono_Industrial_065,37.128833,-6.171338,Sevilla,industrial,12.54,OSM: industrial | 12.5 ha | Sevilla
Polígono Industrial La Vega,36.026191,-5.609236,Cádiz,industrial,12.41,OSM: industrial | 12.4 ha | Cádiz
Poligono_Industrial_066,37.022392,-5.968585,Sevilla,industrial,12.41,OSM: industrial | 12.4 ha | Sevilla
Cooperativa Agraria Nuestra Señora de las Virtudes,37.223521,-5.288801,Sevilla,industrial,12.41,OSM: industrial | 12.4 ha | Sevilla
Poligono_Industrial_067,37.257128,-5.534332,Sevilla,industrial,12.35,OSM: industrial | 12.3 ha | Sevilla
Poligono_Industrial_068,37.508013,-4.657551,Córdoba,industrial,12.34,OSM: industrial | 12.3 ha | Córdoba
Desguace Pedro García,37.243528,-5.83263,Sevilla,industrial,12.26,OSM: industrial | 12.3 ha | Sevilla
Parque Solar El Rocío II - Instalación 1,37.155085,-6.50482,Huelva,industrial,12.21,OSM: industrial | 12.2 ha | Huelva
Polígono Industrial El Gordillo,37.455696,-5.948621,Sevilla,industrial,12.1,OSM: industrial | 12.1 ha | Sevilla
