Nombre,Latitud,Longitud,Municipio,Tipo,Area_Ha,Descripcion,pendiente_pct,enp_dist_m,agua_dist_m,usos_dist_m,dist_autopista_km,autopista_cercana,cobertura_pct,poblacion_30km,dist_competencia_km,estacion_cercana,subst_dist_m,subst_encontrada,desv_centroide_km,concentracion_30km_pct,dist_nucleo_km,nucleo_cercano,motivos_rechazo,aprobado,eliminado_dedup
Poligono_Industrial_073,37.15248,-5.979437,Sevilla,industrial,11.86,OSM: industrial | 11.9 ha | Sevilla,0.67,,156,0,5.54,565,52.3,1336738,21.96,Amazon DSP Sevilla,4400,True,9.73,62.1,25.99,Dos Hermanas,F4(residential a 0 m (mín 200 m)),False,False
Poligono_Industrial_074,37.464262,-4.268286,Córdoba,industrial,11.82,OSM: industrial | 11.8 ha | Córdoba,6.0,0,253,,16.6,47,11.0,139925,51.81,Amazon DQA8 Escúzar (Granada),,False,39.72,24.8,65.16,Córdoba,F1(pendiente=6.0%) | F2(ENP a 0 m (mín 500 m): Parque Natural Sierras Subb) | F5(16.6 km>15.0 km) | F12(Córdoba 65.2 km>50.0 km),False,False
Polígono Industrial La Jarilla,37.481804,-5.914919,Sevilla,industrial,11.82,OSM: industrial | 11.8 ha | Sevilla,2.67,,478,181,5.63,nodo_1064874500,44.6,1470108,12.5,SEUR Hub Sevilla,2088,True,12.95,79.9,11.99,Sevilla,F4(residential a 181 m (mín 200 m)),False,False
Polígono Industrial El Buitrón,37.326906,-6.842778,San Juan del Puerto,industrial,11.8,OSM: industrial | 11.8 ha | Huelva,1.33,,497,,0.49,75,14.0,340980,76.32,Amazon DSP Sevilla,995,True,7.6,54.7,12.19,Huelva,,True,True
Puerto Comercial,36.582499,-6.234262,Cádiz,industrial,11.72,OSM: industrial | 11.7 ha | Cádiz,1.67,1829,74,,3.42,nodo_563359111,20.8,755898,3.31,Amazon El Puerto de Santa María (Cádiz),1580,True,7.42,79.7,7.85,Cádiz,F3(Agua a 74 m (mín 140 m)),False,False
FV Vela Energy,37.45739,-5.846063,Sevilla,industrial,11.71,OSM: industrial | 11.7 ha | Sevilla,2.67,,536,,3.01,526,44.3,1450266,12.22,SEUR Hub Sevilla,2276,True,13.39,79.3,14.23,Dos Hermanas,,True,True
Polígono Industrial Mantón de Manila,37.474236,-4.457855,Córdoba,industrial,11.58,OSM: industrial | 11.6 ha | Córdoba,6.67,2502,490,,2.26,47,16.3,229833,48.84,Correos Express Hub Córdoba,1582,True,33.41,27.8,54.03,Córdoba,F1(pendiente=6.7%) | F12(Córdoba 54.0 km>50.0 km),False,False
Polígono Industrial Los Viñazos,37.347971,-4.992254,Sevilla,industrial,11.56,OSM: industrial | 11.6 ha | Sevilla,2.67,,495,124,9.69,97,19.9,156439,55.15,Correos Express Hub Córdoba,,False,28.52,15.6,62.93,Córdoba,F4(residential a 124 m (mín 200 m)) | F12(Córdoba 62.9 km>50.0 km),False,False
Instalación de Almacenamiento de Rota,36.624599,-6.284633,Cádiz,industrial,11.52,OSM: industrial | 11.5 ha | Cádiz,2.0,,,,7.09,nodo_960792737,20.8,732159,5.99,Amazon El Puerto de Santa María (Cádiz),348,True,12.03,76.9,10.86,Cádiz,,True,True
Poligono_Brownfield_007,37.327784,-5.988023,Sevilla,brownfield,11.51,OSM: brownfield | 11.5 ha | Sevilla,2.0,1809,182,,1.16,545,45.1,1513765,2.57,Amazon DSP Sevilla,481,True,2.72,80.8,6.53,Dos Hermanas,,True,True
Polígono Industrial Gallardo,37.664267,-4.937566,Córdoba,industrial,11.51,OSM: industrial | 11.5 ha | Córdoba,1.33,,,114,1.3,434,18.7,478267,21.12,Correos Express Hub Córdoba,2006,True,8.73,58.4,28.52,Córdoba,F4(residential a 114 m (mín 200 m)),False,False
Poligono_Industrial_075,37.437902,-5.807299,Sevilla,industrial,11.46,OSM: industrial | 11.5 ha | Sevilla,0.67,,,355,0.37,nodo_861711665,44.4,1457017,13.21,SEUR Hub Sevilla,1383,True,13.39,79.4,16.3,Dos Hermanas,,True,True
Poligono_Industrial_076,37.116156,-6.013154,Sevilla,industrial,11.45,OSM: industrial | 11.4 ha | Sevilla,1.0,,174,448,10.35,24,53.6,754987,26.17,Amazon DSP Sevilla,5270,True,11.79,34.2,30.17,Dos Hermanas,,True,False
Poligono_Industrial_077,37.140993,-5.452216,Sevilla,industrial,11.4,OSM: industrial | 11.4 ha | Sevilla,2.33,,,,12.57,nodo_250138512,43.9,154950,49.36,SEUR Hub Sevilla,993,True,40.44,7.0,54.08,Dos Hermanas,F12(Dos Hermanas 54.1 km>50.0 km),False,False
Polígono Industrial Cerro del Prado (Repsol),36.199098,-5.419147,Cádiz,industrial,11.31,OSM: industrial | 11.3 ha | Cádiz,2.67,1172,370,311,0.53,1110,8.5,276105,85.0,Amazon El Puerto de Santa María (Cádiz),416,True,11.99,72.5,83.71,Jerez de la Frontera,F12(Jerez de la Frontera 83.7 km>50.0 km),False,False
Polígono Industrial Piedra Blanca,37.245587,-4.928047,Sevilla,industrial,11.23,OSM: industrial | 11.2 ha | Sevilla,7.33,,482,159,3.47,97,10.6,112842,63.58,Amazon DQA3 Málaga,6678,True,17.7,21.0,72.65,Córdoba,F1(pendiente=7.3%) | F4(residential a 159 m (mín 200 m)) | F12(Córdoba 72.7 km>50.0 km),False,False
Hitachi Energy Spain Córdoba,37.874763,-4.808254,Córdoba,industrial,11.2,OSM: industrial | 11.2 ha | Córdoba,1.33,1991,,,3.47,3,16.9,386903,6.13,Correos Express Hub Córdoba,475,True,11.36,53.8,2.94,Córdoba,,True,True
Bodegas Garvey,36.701931,-6.144802,Cádiz,industrial,11.19,OSM: industrial | 11.2 ha | Cádiz,8.67,604,,320,1.79,639,24.0,714967,12.23,Amazon El Puerto de Santa María (Cádiz),199,True,5.82,65.1,2.32,Jerez de la Frontera,F1(pendiente=8.7%),False,False
Polígono Industrial Heliche,37.422797,-6.150533,Sevilla,industrial,11.14,OSM: industrial | 11.1 ha | Sevilla,2.33,,322,41,6.44,nodo_1516337901,44.2,1412075,17.1,Amazon DSP Sevilla,1482,True,13.48,77.6,15.35,Sevilla,F4(residential a 41 m (mín 200 m)),False,False
Poligono_Brownfield_008,36.683433,-6.125445,Cádiz,brownfield,11.11,OSM: brownfield | 11.1 ha | Cádiz,1.67,1596,157,242,2.27,nodo_309836383,23.6,798976,11.74,Amazon El Puerto de Santa María (Cádiz),118,True,4.01,73.2,1.04,Jerez de la Frontera,,True,True
Polígono Industrial Virgen del Rocío,37.525327,-5.083182,Sevilla,industrial,11.04,OSM: industrial | 11.0 ha | Sevilla,3.67,,303,,0.46,455,20.0,146438,41.17,Correos Express Hub Córdoba,2745,True,14.55,14.5,48.4,Córdoba,F1(pendiente=3.7%),False,False
Polígono Industrial Navisur,37.427946,-6.040145,Sevilla,industrial,11.03,OSM: industrial | 11.0 ha | Sevilla,3.0,1078,,262,0.84,808,44.6,1456778,10.17,Amazon DSP Sevilla,147,True,9.31,79.2,6.76,Sevilla,,True,False
Poligono_Brownfield_009,36.48294,-6.193398,Cádiz,brownfield,11.03,OSM: brownfield | 11.0 ha | Cádiz,3.67,985,214,202,2.22,13,21.0,689808,14.33,Amazon El Puerto de Santa María (Cádiz),692,True,11.92,73.9,9.82,Cádiz,F1(pendiente=3.7%),False,False
Poligono_Industrial_078,37.331467,-5.401206,Sevilla,industrial,10.98,OSM: industrial | 11.0 ha | Sevilla,9.67,,,489,7.44,49A,45.5,156231,46.94,SEUR Hub Sevilla,1881,True,36.02,6.9,51.52,Dos Hermanas,F1(pendiente=9.7%) | F12(Dos Hermanas 51.5 km>50.0 km),False,False
Poligono_Industrial_079,37.192248,-6.891893,Huelva,industrial,10.83,OSM: industrial | 10.8 ha | Huelva,5.0,,,,4.21,nodo_9034942679,11.7,316043,82.57,Amazon DSP Sevilla,548,True,12.21,61.1,9.35,Huelva,F1(pendiente=5.0%),False,False
Subestación de Don Rodrigo,37.245196,-5.843468,Sevilla,industrial,10.8,OSM: industrial | 10.8 ha | Sevilla,2.33,,,,0.33,16,45.6,1427848,15.85,SEUR Hub Sevilla,0,True,12.83,75.9,19.79,Dos Hermanas,,True,True
Cuesta del Molino,37.393599,-4.772127,Córdoba,industrial,10.8,OSM: industrial | 10.8 ha | Córdoba,11.0,,351,118,13.2,106,17.9,183753,47.48,Correos Express Hub Córdoba,1270,True,28.93,20.7,55.0,Córdoba,F1(pendiente=11.0%) | F4(residential a 118 m (mín 200 m)) | F12(Córdoba 55.0 km>50.0 km),False,False
Polígono Industrial La Estación,37.517564,-6.261015,Sevilla,industrial,10.78,OSM: industrial | 10.8 ha | Sevilla,7.67,,503,0,14.75,790,43.1,919254,31.03,Amazon DSP Sevilla,2893,True,24.4,53.2,28.5,Sevilla,F1(pendiente=7.7%) | F4(residential a 0 m (mín 200 m)),False,False
Polígono Industrial La Barca,37.285493,-7.168582,Huelva,industrial,10.74,OSM: industrial | 10.7 ha | Huelva,2.0,,315,,4.39,113,10.2,332347,105.35,Amazon DSP Sevilla,943,True,19.93,73.3,19.29,Huelva,,True,True
Polígono Industrial Servialsa,37.381703,-6.085849,Sevilla,industrial,10.68,OSM: industrial | 10.7 ha | Sevilla,3.0,,190,114,0.82,5,44.8,1479560,10.0,Amazon DSP Sevilla,397,True,9.38,79.8,9.18,Sevilla,F4(nursing_home a 114 m (mín 200 m)),False,False
Polígono Industrial La Fuentecilla,37.34992,-5.219709,Sevilla,industrial,10.68,OSM: industrial | 10.7 ha | Sevilla,2.67,1458,,0,13.01,nodo_357954523,21.3,131430,62.82,SEUR Hub Sevilla,,False,24.62,12.3,67.31,Dos Hermanas,F4(residential a 0 m (mín 200 m)) | F12(Dos Hermanas 67.3 km>50.0 km),False,False
Poligono Industrial La Lagunilla,36.737219,-6.422778,Cádiz,industrial,10.67,OSM: industrial | 10.7 ha | Cádiz,1.33,1798,,37,4.98,5,21.8,517829,22.96,Amazon El Puerto de Santa María (Cádiz),2363,True,22.7,51.9,26.2,Jerez de la Frontera,F4(residential a 37 m (mín 200 m)),False,False
Poligono_Industrial_080,37.896324,-6.623178,Huelva,industrial,10.64,OSM: industrial | 10.6 ha | Huelva,20.67,,,,34.96,745,4.2,45455,83.06,Amazon DSP Sevilla,249,True,35.66,22.2,76.39,Huelva,F1(pendiente=20.7%) | F5(35.0 km>15.0 km) | F12(Huelva 76.4 km>50.0 km),False,False
Ayala,37.222004,-5.814797,Sevilla,comercial,10.62,OSM: comercial | 10.6 ha | Sevilla,2.67,,,,0.6,nodo_249547843,45.8,1340188,19.36,SEUR Hub Sevilla,2141,True,15.45,70.8,23.38,Dos Hermanas,,True,True
Poligono_Industrial_081,38.375899,-4.864374,Córdoba,industrial,10.61,OSM: industrial | 10.6 ha | Córdoba,4.33,430,,,25.46,nodo_946210215,10.0,47086,62.07,Correos Express Hub Córdoba,937,True,46.62,9.7,54.74,Córdoba,F1(pendiente=4.3%) | F2(ENP a 430 m (mín 500 m)) | F5(25.5 km>15.0 km) | F12(Córdoba 54.7 km>50.0 km),False,False
Complejo Industrial Zero Waste Energy,37.470863,-4.494827,Córdoba,industrial,10.6,OSM: industrial | 10.6 ha | Córdoba,10.0,,217,475,3.83,47,16.4,234684,47.21,Correos Express Hub Córdoba,52,True,31.37,28.1,52.73,Córdoba,F1(pendiente=10.0%) | F12(Córdoba 52.7 km>50.0 km),False,False
FASA Renault,37.433296,-5.976644,Sevilla,industrial,10.52,OSM: industrial | 10.5 ha | Sevilla,1.67,,200,155,2.12,nodo_1064874523,44.3,1463465,8.16,SEUR Hub Sevilla,109,True,7.76,80.0,5.04,Sevilla,F4(residential a 155 m (mín 200 m)),False,False
Polígono Industrial El Limero,37.551991,-5.077976,Sevilla,industrial,10.52,OSM: industrial | 10.5 ha | Sevilla,1.33,,292,0,2.58,455,20.1,150317,38.55,Correos Express Hub Córdoba,1490,True,12.5,14.9,45.69,Córdoba,F4(residential a 0 m (mín 200 m)),False,False
Polígono Industrial La Matallana,37.593752,-4.740429,Córdoba,industrial,10.51,OSM: industrial | 10.5 ha | Córdoba,6.0,,,,4.32,27,17.8,163876,25.7,Correos Express Hub Córdoba,1350,True,10.49,18.6,32.92,Córdoba,F1(pendiente=6.0%),False,False
Poligono_Industrial_082,37.527235,-4.654139,Córdoba,industrial,10.5,OSM: industrial | 10.5 ha | Córdoba,11.0,,436,270,1.24,36,17.6,216425,34.99,Correos Express Hub Córdoba,497,True,19.53,24.8,41.62,Córdoba,F1(pendiente=11.0%),False,False
Polígono Industrial Los Bermejales,37.437244,-4.100266,Córdoba,industrial,10.49,OSM: industrial | 10.5 ha | Córdoba,11.33,,,183,28.01,203,5.2,65733,38.45,Amazon DQA8 Escúzar (Granada),,False,36.66,24.1,78.03,Córdoba,F1(pendiente=11.3%) | F4(residential a 183 m (mín 200 m)) | F5(28.0 km>15.0 km) | F12(Córdoba 78.0 km>50.0 km),False,False
TomSur,37.014438,-5.946633,Las Cabezas de San Juan,industrial,10.47,OSM: industrial | 10.5 ha | Sevilla,6.67,,213,,1.97,nodo_325136207,57.4,234343,37.43,Amazon DSP Sevilla,646,True,15.98,8.1,40.66,Jerez de la Frontera,F1(pendiente=6.7%),False,False
Parque Solar El Rocío I - Fotoisla 10,37.150579,-6.503947,Huelva,industrial,10.4,OSM: industrial | 10.4 ha | Huelva,2.0,2524,,,0.94,25,53.2,113477,51.4,Amazon DSP Sevilla,1030,True,31.59,4.3,41.6,Huelva,,True,False
Poligono_Industrial_083,37.434832,-4.538006,Córdoba,industrial,10.4,OSM: industrial | 10.4 ha | Córdoba,5.33,,,,0.78,51,16.6,235048,48.65,Correos Express Hub Córdoba,4468,True,32.26,27.9,54.71,Córdoba,F1(pendiente=5.3%) | F12(Córdoba 54.7 km>50.0 km),False,False
Polígono Las Baderas,37.307142,-6.29564,Sevilla,industrial,10.32,OSM: industrial | 10.3 ha | Sevilla,6.0,2444,514,0,6.22,23,49.7,846751,28.31,Amazon DSP Sevilla,1740,True,15.03,43.0,29.13,Sevilla,F1(pendiente=6.0%) | F4(residential a 0 m (mín 200 m)),False,False
Poligono_Industrial_084,37.122843,-5.433703,Sevilla,industrial,10.29,OSM: industrial | 10.3 ha | Sevilla,16.67,,,,13.57,nodo_2641813660,42.9,132466,51.82,SEUR Hub Sevilla,2364,True,42.84,6.1,56.53,Dos Hermanas,F1(pendiente=16.7%) | F12(Dos Hermanas 56.5 km>50.0 km),False,False
Polígono Industrial Los Ruedos,37.861386,-4.31938,Córdoba,industrial,10.25,OSM: industrial | 10.2 ha | Córdoba,5.33,,,128,13.96,350,13.8,65866,42.45,Correos Express Hub Córdoba,,False,32.64,9.3,40.49,Córdoba,F1(pendiente=5.3%) | F4(residential a 128 m (mín 200 m)),False,False
Nueva Fábrica Ybarra,37.256804,-5.93062,Sevilla,industrial,10.24,OSM: industrial | 10.2 ha | Sevilla,2.67,,,0,0.47,558,46.2,1473862,11.25,Amazon DSP Sevilla,1154,True,8.01,77.1,15.04,Dos Hermanas,F4(residential a 0 m (mín 200 m)),False,False
Poligono_Industrial_085,36.585871,-6.181645,Cádiz,industrial,10.23,OSM: industrial | 10.2 ha | Cádiz,2.0,286,0,,2.37,665,21.0,771404,4.35,Amazon El Puerto de Santa María (Cádiz),1897,True,3.09,80.4,11.41,Jerez de la Frontera,F2(ENP a 286 m (mín 500 m): Parque Natural de Bahía d) | F3(Agua a 0 m (mín 140 m)),False,False
Poligono_Industrial_086,37.363249,-5.996259,Sevilla,industrial,10.18,OSM: industrial | 10.2 ha | Sevilla,3.0,1100,241,,0.88,12,45.0,1536106,2.06,Amazon DSP Sevilla,389,True,3.04,82.0,2.93,Dos Hermanas,,True,True
Poligono_Industrial_087,37.943525,-4.488348,Córdoba,industrial,10.16,OSM: industrial | 10.2 ha | Córdoba,2.0,1607,293,134,2.29,374,14.3,371495,30.61,Correos Express Hub Córdoba,1166,True,24.26,60.8,26.26,Córdoba,F4(residential a 134 m (mín 200 m)),False,False
Polígono Industrial El Granadal,37.889616,-4.748649,Córdoba,industrial,10.14,OSM: industrial | 10.1 ha | Córdoba,1.33,2085,344,219,0.32,268,16.5,386285,8.96,Correos Express Hub Córdoba,1116,True,12.12,54.9,2.7,Córdoba,,True,True
Poligono_Industrial_088,37.181281,-5.811681,Sevilla,industrial,10.09,OSM: industrial | 10.1 ha | Sevilla,3.0,,259,,3.52,nodo_1713120889,50.3,1202030,23.45,SEUR Hub Sevilla,1733,True,14.87,57.6,27.22,Dos Hermanas,,True,True
Poligono_Industrial_089,37.926682,-6.773903,Huelva,industrial,10.05,OSM: industrial | 10.1 ha | Huelva,23.0,,104,134,47.72,741,3.2,34165,94.86,Amazon DSP Sevilla,215,True,34.93,21.9,75.69,Huelva,"F1(pendiente=23.0%) | F3(Agua a 104 m (mín 140 m)) | F4(residential a 134 m (mín 200 m)) | F5(47.7 km>15.0 km) | F7(población 34,165 hab. en 30 km) | F12(Huelva 75.7 km>50.0 km)",False,False
Poligono_Industrial_090,37.267645,-5.503771,Sevilla,industrial,10.05,OSM: industrial | 10.1 ha | Sevilla,2.67,,,,0.26,nodo_356493216,46.2,226415,39.37,SEUR Hub Sevilla,3371,True,32.62,10.1,44.12,Dos Hermanas,,True,False
Polígono Industrial Cantalgallo,37.897084,-6.570128,Huelva,industrial,10.04,OSM: industrial | 10.0 ha | Huelva,11.0,,529,308,30.32,745,4.2,43123,80.01,Amazon DSP Sevilla,194,True,34.91,21.4,76.69,Sevilla,F1(pendiente=11.0%) | F5(30.3 km>15.0 km) | F12(Sevilla 76.7 km>50.0 km),False,False
Polígono Industrial de Almodaine,37.1756,-5.927058,Sevilla,industrial,10.03,OSM: industrial | 10.0 ha | Sevilla,1.67,,,,0.53,565,51.0,1352320,19.95,Amazon DSP Sevilla,1222,True,10.71,64.6,23.88,Dos Hermanas,,True,False
Pantoja Grupo Logistico,37.442072,-6.032678,Santiponce,logistica,6.69,OSM: logistica | 6.7 ha | Sevilla,1.0,734,239,470,0.85,808,43.9,1456778,11.25,Amazon DSP Sevilla,1791,True,9.99,80.5,7.46,Sevilla,,True,True
Poligono_Puerto_001,36.010027,-5.603904,Cádiz,puerto,6.34,OSM: puerto | 6.3 ha | Cádiz,6.0,495,156,173,17.4,1122,8.6,238590,86.59,Amazon El Puerto de Santa María (Cádiz),123,True,22.24,61.6,84.1,Cádiz,F1(pendiente=6.0%) | F2(ENP a 495 m (mín 500 m): Parque Natural del Estrec) | F4(hospital a 173 m (mín 200 m)) | F5(17.4 km>15.0 km) | F12(Cádiz 84.1 km>50.0 km),False,False
CANLA,37.400945,-5.731144,Sevilla,nave_industrial,6.14,OSM: nave_industrial | 6.1 ha | Sevilla,5.67,,,,6.37,nodo_3589376205,45.1,1388652,17.9,SEUR Hub Sevilla,1490,True,15.42,74.3,22.05,Dos Hermanas,F1(pendiente=5.7%),False,False
Almacén Merkamueble,37.361263,-6.149181,Sevilla,almacen,4.32,OSM: almacen | 4.3 ha | Sevilla,1.67,,378,317,0.43,11,44.8,1420611,15.01,Amazon DSP Sevilla,981,True,12.44,77.0,15.05,Sevilla,,True,True
Depósitos de tabaco,36.506828,-6.272096,Cádiz,almacen,4.0,OSM: almacen | 4.0 ha | Cádiz,2.33,630,,0,2.03,1,20.4,669007,12.38,Amazon El Puerto de Santa María (Cádiz),575,True,13.41,73.6,2.68,Cádiz,F4(residential a 0 m (mín 200 m)),False,False
Poligono_Nave_industrial_001,37.883098,-4.830813,Córdoba,nave_industrial,3.98,OSM: nave_industrial | 4.0 ha | Córdoba,1.33,,400,,5.02,3,16.6,382350,7.52,Correos Express Hub Córdoba,1773,True,11.79,54.1,4.55,Córdoba,,True,True
Poligono_Nave_industrial_002,37.845887,-4.912402,Córdoba,nave_industrial,3.27,OSM: nave_industrial | 3.3 ha | Córdoba,3.0,1627,635,109,9.66,3,17.6,391967,10.28,Correos Express Hub Córdoba,302,True,12.75,52.1,12.59,Córdoba,F4(residential a 109 m (mín 200 m)),False,False
Antigua Flex,37.353026,-5.843272,Sevilla,nave_industrial,2.97,OSM: nave_industrial | 3.0 ha | Sevilla,4.67,,,151,0.57,11A,45.5,1520369,7.89,SEUR Hub Sevilla,1871,True,8.82,80.4,12.63,Dos Hermanas,F1(pendiente=4.7%) | F4(residential a 151 m (mín 200 m)),False,False
Sociedad Cooperativa Agraria Virgen del Rocío,36.829917,-6.317241,Cádiz,nave_industrial,2.93,OSM: nave_industrial | 2.9 ha | Cádiz,1.0,803,,0,8.9,60,33.6,461158,25.94,Amazon El Puerto de Santa María (Cádiz),,False,18.12,28.9,22.99,Jerez de la Frontera,F4(residential a 0 m (mín 200 m)),False,False
Poligono_Nave_industrial_003,37.181741,-6.923311,Huelva,nave_industrial,2.8,OSM: nave_industrial | 2.8 ha | Huelva,2.33,,177,,2.83,nodo_9034942679,11.1,313480,85.55,Amazon DSP Sevilla,806,True,13.86,63.8,9.18,Huelva,,True,True
Poligono_Nave_industrial_004,37.34562,-5.939737,Sevilla,nave_industrial,2.71,OSM: nave_industrial | 2.7 ha | Sevilla,2.33,,283,0,0.36,nodo_560171139,45.1,1531563,2.84,SEUR Hub Sevilla,1131,True,1.63,81.6,5.75,Dos Hermanas,F4(residential a 0 m (mín 200 m)),False,False
Centro de Recepción de Residuos Las Calandrias,36.608163,-6.125528,Cádiz,nave_industrial,2.47,OSM: nave_industrial | 2.5 ha | Cádiz,9.33,,291,,5.29,4,22.7,780752,8.43,Amazon El Puerto de Santa María (Cádiz),1126,True,1.05,75.2,8.27,Jerez de la Frontera,F1(pendiente=9.3%),False,False
Poligono_Nave_industrial_005,37.322823,-6.676233,Huelva,nave_industrial,2.34,OSM: nave_industrial | 2.3 ha | Huelva,5.67,,,0,2.19,60,35.9,338117,61.63,Amazon DSP Sevilla,3949,True,35.11,20.9,25.42,Huelva,F1(pendiente=5.7%) | F4(residential a 0 m (mín 200 m)),False,False
Grupag,37.269906,-5.995413,Sevilla,nave_industrial,2.24,OSM: nave_industrial | 2.2 ha | Sevilla,1.33,,,,1.74,553,46.9,1486053,9.01,Amazon DSP Sevilla,557,True,5.71,76.4,13.0,Dos Hermanas,,True,True
Poligono_Nave_industrial_006,37.476456,-5.954922,Sevilla,nave_industrial,2.24,OSM: nave_industrial | 2.2 ha | Sevilla,1.33,,181,0,2.61,nodo_1064874500,44.7,1470571,12.04,SEUR Hub Sevilla,349,True,11.94,79.6,10.11,Sevilla,F4(residential a 0 m (mín 200 m)),False,False
Empresa de químicos,37.802057,-5.119426,Córdoba,nave_industrial,2.21,OSM: nave_industrial | 2.2 ha | Córdoba,5.33,2245,345,168,21.09,430,17.0,123218,28.13,Correos Express Hub Córdoba,1329,True,16.79,14.4,31.36,Córdoba,F1(pendiente=5.3%) | F4(residential a 168 m (mín 200 m)) | F5(21.1 km>15.0 km),False,False
Alcaidesa Varadero,36.159285,-5.357647,Cádiz,puerto,2.17,OSM: puerto | 2.2 ha | Cádiz,2.0,1629,294,265,3.38,3,7.9,271529,92.04,Amazon El Puerto de Santa María (Cádiz),974,True,15.58,76.9,90.78,Jerez de la Frontera,F12(Jerez de la Frontera 90.8 km>50.0 km),False,False
Poligono_Nave_industrial_007,37.388511,-5.94363,Sevilla,nave_industrial,2.16,OSM: nave_industrial | 2.2 ha | Sevilla,2.0,,,450,0.2,nodo_499423894,45.0,1536349,2.38,SEUR Hub Sevilla,440,True,4.02,82.1,3.22,Dos Hermanas,,True,True
Poligono_Nave_industrial_008,37.342304,-4.852917,Sevilla,nave_industrial,2.14,OSM: nave_industrial | 2.1 ha | Sevilla,2.0,,,,4.73,106,18.9,160544,53.32,Correos Express Hub Córdoba,3287,True,30.5,16.9,61.05,Córdoba,F12(Córdoba 61.0 km>50.0 km),False,False
Polisur Nave,37.292456,-7.214906,Huelva,almacen,1.97,OSM: almacen | 2.0 ha | Huelva,3.67,,209,,0.7,113,9.8,311600,109.39,Amazon DSP Sevilla,1711,True,22.56,71.4,23.46,Huelva,F1(pendiente=3.7%),False,False
Poligono_Nave_industrial_009,37.804843,-5.109473,Córdoba,nave_industrial,1.86,OSM: nave_industrial | 1.9 ha | Córdoba,1.33,,,107,20.53,430,16.9,180209,27.24,Correos Express Hub Córdoba,431,True,16.65,23.0,30.43,Córdoba,F4(residential a 107 m (mín 200 m)) | F5(20.5 km>15.0 km),False,False
Bayport,36.604695,-6.191165,Cádiz,nave_industrial,1.86,OSM: nave_industrial | 1.9 ha | Cádiz,1.33,556,,,0.75,nodo_260565973,21.0,778425,2.64,Amazon El Puerto de Santa María (Cádiz),338,True,3.75,81.2,9.86,Jerez de la Frontera,,True,True
Transformaciones Ferricas Centrosur S.L,37.276068,-5.99713,Sevilla,nave_industrial,1.79,OSM: nave_industrial | 1.8 ha | Sevilla,2.33,,,,1.91,553,46.7,1507796,8.36,Amazon DSP Sevilla,734,True,5.54,77.9,12.34,Dos Hermanas,,True,True
Poligono_Nave_industrial_010,38.4804,-5.121501,Córdoba,nave_industrial,1.71,OSM: nave_industrial | 1.7 ha | Córdoba,2.0,,,,35.62,nodo_946210215,1.5,48781,78.63,Correos Express Hub Córdoba,119,True,20.57,65.8,72.32,Córdoba,F5(35.6 km>15.0 km) | F12(Córdoba 72.3 km>50.0 km),False,False
Sweeps - La Casera,37.377957,-5.898117,Sevilla,nave_industrial,1.69,OSM: nave_industrial | 1.7 ha | Sevilla,2.0,,341,,0.77,5,45.0,1544511,2.95,SEUR Hub Sevilla,2005,True,5.39,82.5,7.29,Dos Hermanas,,True,True
General Dynamics European Land Systems / Santa Bárbara Sistemas,37.338743,-5.80077,Alcalá de Guadaíra,nave_industrial,1.6,OSM: nave_industrial | 1.6 ha | Sevilla,3.33,,,310,1.25,15,45.5,1474150,11.94,SEUR Hub Sevilla,1425,True,11.35,78.1,16.7,Dos Hermanas,F1(pendiente=3.3%),False,False
Poligono_Nave_industrial_011,37.252982,-7.229966,Huelva,nave_industrial,1.54,OSM: nave_industrial | 1.5 ha | Huelva,4.33,,547,,3.02,117,9.8,303518,111.08,Amazon DSP Sevilla,1983,True,24.36,69.9,24.55,Huelva,F1(pendiente=4.3%),False,False
Poligono_Nave_industrial_012,37.490386,-5.932336,Sevilla,nave_industrial,1.51,OSM: nave_industrial | 1.5 ha | Sevilla,1.0,,,0,5.04,nodo_1064874500,44.5,1467994,13.39,SEUR Hub Sevilla,861,True,13.49,79.9,12.19,Sevilla,F4(residential a 0 m (mín 200 m)),False,False
Poligono_Nave_industrial_013,37.431149,-5.886616,Sevilla,nave_industrial,1.51,OSM: nave_industrial | 1.5 ha | Sevilla,1.33,,597,73,0.91,530,44.6,1501082,7.81,SEUR Hub Sevilla,985,True,9.09,81.2,9.64,Dos Hermanas,F4(residential a 73 m (mín 200 m)),False,False
Centro logístico Amazon - Puerto,37.346767,-5.999934,Sevilla,nave_industrial,1.48,OSM: nave_industrial | 1.5 ha | Sevilla,2.0,2562,435,,1.21,12,45.2,1533629,1.8,Amazon DSP Sevilla,1167,True,2.94,81.5,4.73,Dos Hermanas,,True,True
Poligono_Nave_industrial_014,38.211283,-5.143235,Córdoba,nave_industrial,1.47,OSM: nave_industrial | 1.5 ha | Córdoba,3.0,,,,13.01,nodo_946210215,11.3,29236,52.89,Correos Express Hub Córdoba,,False,39.56,5.0,48.02,Córdoba,"F7(población 29,236 hab. en 30 km)",False,False
Poligono_Nave_industrial_015,37.299042,-6.31334,Sevilla,nave_industrial,1.45,OSM: nave_industrial | 1.4 ha | Sevilla,1.67,1639,,171,6.77,28,49.7,545556,30.01,Amazon DSP Sevilla,650,True,16.48,26.6,30.9,Sevilla,F4(residential a 171 m (mín 200 m)),False,False
